timestamp,B1,B2,D1,D2,F1,F2,H1,H2
2022/10/27-03:40:30,565.9115601,774.9790649,538.3743896,475.7911377,544.5517578,443.8931274,424.8112183,323.2044373
2022/10/27-03:41:00,565.9560547,776.6739502,538.4086914,474.4244385,543.0784912,444.0778198,426.7029724,321.9382935
2022/10/27-03:41:30,565.4641724,775.3565674,539.154541,472.9284058,541.9152222,444.3641357,426.4386292,321.7640991
2022/10/27-03:42:00,565.7120361,776.1917114,538.2886353,470.3322754,542.9501038,441.5500488,425.3294067,321.9986877
2022/10/27-03:42:30,567.817749,776.8094482,538.2678833,467.9343262,544.1076965,439.5749512,425.0158081,321.4284973
2022/10/27-03:43:00,568.8475952,778.2051392,538.4958496,466.9285889,543.9579468,440.8675537,425.561615,321.4937134
2022/10/27-03:43:30,567.5155029,777.3778687,538.6702271,465.9786377,544.499054,442.2244263,425.4862671,323.172699
2022/10/27-03:44:00,566.4711914,776.3763428,537.4190063,462.5861206,543.5804138,442.7000732,423.8167114,324.0592651
2022/10/27-03:44:30,565.9598389,774.6550903,536.6811523,464.9125977,542.6174316,440.204834,420.3032532,325.2264709
2022/10/27-03:45:00,566.2646484,775.1575928,536.4636841,465.7362061,542.1057739,439.1212769,420.9828491,325.2650757
2022/10/27-03:45:30,566.7043457,774.7720947,537.3011475,466.3192749,542.8838196,438.0369873,420.2584534,325.2549133
2022/10/27-03:46:00,567.0008545,773.9003906,539.6712646,464.9450073,540.9391785,439.7210083,420.9767761,324.2181396
2022/10/27-03:46:30,567.5122681,774.0517578,541.0679932,464.0123901,540.2374878,440.2773438,420.3474426,324.2588501
2022/10/27-03:47:00,565.9412231,775.0838623,540.3877563,463.4970093,538.2696533,440.7909546,422.3512268,323.5012512
2022/10/27-03:47:30,565.4525757,776.4563599,540.6461792,465.9163208,538.8562927,439.9239502,420.9170837,323.2102966
2022/10/27-03:48:00,564.6207886,776.2162476,541.3475952,467.4241943,539.7128601,437.9405518,421.7153931,320.5325012
2022/10/27-03:48:30,563.8551025,775.2090454,540.0633545,468.0615845,538.4173584,436.6896362,421.297821,319.5162048
2022/10/27-03:49:00,564.1883545,775.4198608,538.8364258,467.3761597,537.5747681,436.276123,420.1283569,320.4315796
2022/10/27-03:49:30,562.8428955,775.6419678,539.1057129,469.755188,537.8114319,436.9104614,419.1771851,319.6876221
2022/10/27-03:50:00,562.003418,777.3348389,537.8695679,469.9193115,538.5609131,437.5170288,419.2507629,318.6038818
2022/10/27-03:50:30,563.0576172,778.9832764,539.5074463,470.491333,538.4563599,438.649353,419.7784729,316.9211121
2022/10/27-03:51:00,562.8308105,778.4507446,540.0321655,470.3964844,541.1277771,436.0662842,418.2020264,317.7133789
2022/10/27-03:51:30,561.5720825,778.8203125,537.2988281,471.2059326,541.6138,435.0571899,416.2402039,317.6035767
2022/10/27-03:52:00,561.7156982,778.0935669,536.7348633,472.1781006,541.9521484,435.6046753,416.5773926,317.1426697
2022/10/27-03:52:30,562.1928711,776.0234375,535.1303101,469.9968872,541.2754517,436.4743652,416.0533447,317.661499
2022/10/27-03:53:00,563.2665405,776.0947876,534.4587402,468.3466797,541.629364,435.5878296,415.7594299,318.2207642
2022/10/27-03:53:30,564.6814575,776.4338379,533.7229004,467.8575439,540.7390137,434.7498169,415.593811,318.1477051
2022/10/27-03:54:00,563.7827148,776.9387817,532.2252808,469.1200562,540.190918,435.9362183,413.5796509,318.0166626
2022/10/27-03:54:30,563.4291382,776.2922974,532.1782837,469.5560303,539.5284729,435.2977905,415.1803589,318.9541016
2022/10/27-03:55:00,563.7386475,776.0598145,532.3944092,465.847168,539.0349121,432.7304688,413.1051636,320.0558472
2022/10/27-03:55:30,561.359436,774.3532104,532.2715454,463.6496582,540.3289795,433.4280396,414.2866516,320.1113281
2022/10/27-03:56:00,558.7875366,775.3319702,532.1859741,466.3483887,542.010498,432.56427,414.7918091,320.1669312
2022/10/27-03:56:30,556.4626465,773.4429932,534.0305176,466.4924927,542.5492249,431.0922241,415.0059814,320.1591187
2022/10/27-03:57:00,557.0103149,773.5985718,533.2080688,464.524231,541.6196289,430.5722656,417.3804932,317.6074829
2022/10/27-03:57:30,557.8193359,774.9504395,533.4186401,465.6421509,542.2088623,432.6558838,417.4692688,317.3642883
2022/10/27-03:58:00,558.40979,774.2162476,533.796814,465.5488892,542.5219727,434.5628052,417.1473694,318.2473755
2022/10/27-03:58:30,559.1535645,773.1829834,533.184021,466.217041,544.3859253,434.3619995,415.0582275,319.946167
2022/10/27-03:59:00,559.0783081,772.9755249,533.0004272,461.8521729,544.4892578,435.3242798,416.6479797,319.6436157
2022/10/27-03:59:30,559.7183228,772.5780029,532.0299683,460.7666016,543.7125854,434.817627,415.4931641,318.9364319
2022/10/27-04:00:00,561.5373535,773.0249023,531.0597534,463.2444458,544.0940247,436.1384277,416.2955322,319.8262939
2022/10/27-04:00:30,561.5547485,771.5675659,530.7954712,463.0495605,543.3292542,435.7702026,415.3001099,317.171875
2022/10/27-04:01:00,562.3626709,772.3669434,528.8648682,462.265625,543.8041992,434.4581299,413.160614,316.3243713
2022/10/27-04:01:30,562.7678223,770.7782593,528.0053101,461.8650513,543.6697388,434.87146,414.877533,317.4615173
2022/10/27-04:02:00,562.8010864,769.3916626,526.8675537,465.5803833,542.1064453,434.6394043,414.179718,317.7547607
2022/10/27-04:02:30,562.8779907,769.4490967,526.2932739,466.4503174,540.1140442,435.4660645,413.6195984,317.3657532
2022/10/27-04:03:00,562.6555786,769.0595703,525.5048828,464.4495239,540.3161621,435.3102417,414.4827576,317.8996887
2022/10/27-04:03:30,560.6658325,769.3692627,524.6491699,460.2293701,540.142395,433.263916,415.6453552,320.1983032
2022/10/27-04:04:00,560.7546997,769.7607422,523.8092041,461.6018677,539.1419067,431.4456177,416.4336243,321.1806946
2022/10/27-04:04:30,561.3501587,770.3132324,525.3642578,460.6407471,540.0239258,430.5081787,415.2512817,320.2461853
2022/10/27-04:05:00,560.8938599,770.319397,525.7323608,460.197876,538.5369568,429.7028809,415.5779724,321.2891846
2022/10/27-04:05:30,560.9210205,771.3543091,526.50177,459.1968384,539.5984192,427.3845215,414.1428223,321.6777344
2022/10/27-04:06:00,559.9512329,771.2624512,526.986145,461.6591797,539.6391907,429.5522461,414.5032043,321.3661804
2022/10/27-04:06:30,560.8683472,771.934021,526.1477051,460.1478271,541.3423462,430.7200928,415.2726746,321.5100098
2022/10/27-04:07:00,559.9178467,771.5897217,524.6307373,461.8222656,540.0394287,432.178894,414.2807617,321.633667
2022/10/27-04:07:30,558.7509155,772.0961304,524.2738647,460.836853,539.0622253,433.9923096,412.645813,321.8619995
2022/10/27-04:08:00,557.4974365,773.31604,520.8944702,461.4945068,537.7225037,432.1365356,412.4874268,320.6598816
2022/10/27-04:08:30,558.0696411,774.5378418,520.4307861,459.4006958,538.0145569,434.5101929,413.7328796,319.0638733
2022/10/27-04:09:00,559.6338501,773.9760742,520.2419434,460.7867432,537.8378906,435.0934448,414.7297668,318.8949585
2022/10/27-04:09:30,559.4604492,772.784729,518.9191895,459.9783325,536.8713074,432.4776001,414.2959595,319.3712769
2022/10/27-04:10:00,558.6967773,773.1763916,519.3131714,458.6549683,537.2614136,432.890686,415.5115051,319.2528992
2022/10/27-04:10:30,557.637085,773.9122925,519.3286133,458.5477905,537.4713135,432.5087891,416.2885742,316.2781067
2022/10/27-04:11:00,558.3622437,771.4363403,516.6708984,457.2886353,537.8129272,432.1722412,415.4891052,314.2476501
2022/10/27-04:11:30,557.0283203,770.534729,516.8395996,453.8825684,537.9117737,431.7141724,412.4417725,313.340271
2022/10/27-04:12:00,556.5945435,770.9854736,518.4912109,460.8198853,539.7623901,430.9028931,411.3767395,315.6473389
2022/10/27-04:12:30,556.6763306,771.3624878,519.8462524,463.1390381,540.581604,430.1511841,412.0900574,313.2923584
2022/10/27-04:13:00,555.8604736,772.7438354,519.2789917,462.4414673,539.6827393,430.1313477,410.7937012,313.7154846
2022/10/27-04:13:30,556.6234741,773.7732544,516.6080933,461.6067505,541.2599487,433.020752,411.7375488,313.9937744
2022/10/27-04:14:00,555.2854004,773.65448,517.2608032,463.1707153,541.5542297,432.6078491,410.4139709,314.3331604
2022/10/27-04:14:30,555.2976074,774.0192871,516.692749,462.6917725,539.7333679,432.2203369,409.9319153,311.8803711
2022/10/27-04:15:00,555.2185669,774.3577271,516.5720825,460.2518921,541.8225403,432.539917,409.2194214,311.6263123
2022/10/27-04:15:30,554.0842896,774.0317383,517.5841675,459.0576172,542.6568298,432.4889526,409.0116882,311.0361023
2022/10/27-04:16:00,553.0095215,772.1783447,518.0536499,458.7560425,540.7961731,432.9472046,408.8868103,311.0614319
2022/10/27-04:16:30,552.2366943,771.9591064,517.6775513,460.1890259,538.9485779,429.4844971,407.2535706,309.1385803
2022/10/27-04:17:00,553.2043457,770.7598877,517.6602173,460.140625,539.2982483,429.8036499,405.1976013,310.6948547
2022/10/27-04:17:30,555.1588135,770.9819946,518.6071167,460.1608276,539.987793,429.4449463,405.2702942,312.3022156
2022/10/27-04:18:00,556.3777466,772.2522583,517.1619263,460.5165405,537.9912415,428.3209839,405.9238586,315.7043152
2022/10/27-04:18:30,556.4555664,772.0841675,517.4072266,454.7894897,537.5994263,430.3518677,405.6488953,317.0081482
2022/10/27-04:19:00,555.5794067,770.3877563,516.3776855,457.3436279,536.772583,430.2415771,404.3500671,315.8276062
2022/10/27-04:19:30,554.6629028,769.1300049,518.1104126,462.7014771,536.869751,432.135498,405.1975708,319.0939636
2022/10/27-04:20:00,554.4191895,768.3276978,517.4967651,457.5926514,537.5719604,432.5841064,405.0766907,319.3447571
2022/10/27-04:20:30,553.6427002,767.229187,515.5079346,456.5380859,538.4825439,434.5645752,406.9876404,319.3045044
2022/10/27-04:21:00,552.3914795,767.1179199,513.914917,456.4824829,538.5505066,434.6082764,409.3659668,317.2448425
2022/10/27-04:21:30,551.7269897,767.7728271,512.1860962,457.5653687,539.6206665,434.7496338,410.738739,317.6754456
2022/10/27-04:22:00,549.942688,769.1586304,513.1877441,456.3713379,540.0073242,434.3268433,412.0374451,318.2789307
2022/10/27-04:22:30,550.2637939,769.4723511,513.1721191,457.0377808,538.8418884,434.4768677,412.4164429,317.9248352
2022/10/27-04:23:00,550.4956665,769.6194458,512.895752,459.5567017,537.4034119,434.1608887,412.1322327,317.9173279
2022/10/27-04:23:30,549.1045532,768.364563,512.0252686,458.8607788,536.4138489,433.5006714,412.4077148,317.6629333
2022/10/27-04:24:00,549.5979614,767.4720459,513.1248779,457.8306274,536.002594,434.536377,412.1995239,316.0380554
2022/10/27-04:24:30,549.4645996,767.6807251,512.7452393,458.1826172,536.5885925,436.4123535,410.8760376,315.1029053
2022/10/27-04:25:00,550.3259277,768.5588989,512.9674683,457.7304688,536.7220764,436.6401367,410.8753967,315.7134094
2022/10/27-04:25:30,550.3908691,769.7664185,512.5179443,456.925415,536.582428,437.9962158,409.0456238,316.9729309
2022/10/27-04:26:00,551.3624268,769.302063,513.3143921,453.7501221,538.057373,435.0532227,405.3805542,315.3344727
2022/10/27-04:26:30,551.4606934,769.1976318,513.1133423,455.5819092,538.680542,434.2561035,405.2189026,314.655304
2022/10/27-04:27:00,551.9907837,769.0339966,514.8245239,455.1971436,537.9604492,435.0924683,405.4628296,315.0199585
2022/10/27-04:27:30,551.9057617,768.4852905,514.6455078,452.0834961,537.6943665,433.9766846,404.661499,315.26651
2022/10/27-04:28:00,552.958252,767.1710205,513.0054321,448.0303345,537.092926,432.2719727,404.0153198,314.5521851
2022/10/27-04:28:30,553.2069702,767.760498,511.472229,453.1400757,536.0547485,431.3777466,403.9355774,313.4776611
2022/10/27-04:29:00,554.2039185,768.0021362,511.4915161,454.1629028,536.4778748,431.2420654,401.7484436,314.972168
2022/10/27-04:29:30,554.0534668,768.4463501,510.6680298,455.9840698,537.1045532,429.0979614,400.4067383,315.464325
2022/10/27-04:30:00,554.6680298,768.0361328,511.4748535,456.4310913,537.9933472,429.0479736,401.8403931,315.0467834
2022/10/27-04:30:30,556.628479,768.6654663,511.8015747,455.6676025,538.9953613,429.3275757,402.8515015,314.3852539
2022/10/27-04:31:00,558.1137085,767.7008667,510.0244141,455.4833984,539.4769897,429.7143555,404.3256226,313.7147217
2022/10/27-04:31:30,557.4199219,766.7720947,509.4538574,456.2612915,539.0050354,428.4060669,406.0249939,313.0931091
2022/10/27-04:32:00,557.9649658,765.0532227,508.1959839,455.2593994,538.2711182,426.1610107,404.5797424,312.6082764
2022/10/27-04:32:30,556.652771,764.7442627,508.5032959,454.1775513,537.3236694,426.1965942,405.889801,311.5104065
2022/10/27-04:33:00,556.3853149,765.7366943,509.3927612,455.4550171,537.2502136,424.3792725,406.4764099,310.8977051
2022/10/27-04:33:30,556.2238159,766.5407104,509.7672119,454.5439453,536.3439636,422.6114502,406.183075,310.1071777
2022/10/27-04:34:00,554.2598877,766.1889038,509.7410889,453.9022217,536.01828,421.6090698,404.4933167,309.7104492
2022/10/27-04:34:30,553.0251465,765.9553833,510.0358276,452.9212646,535.4053955,422.2200928,404.1616211,309.630188
2022/10/27-04:35:00,551.2642822,765.6813965,510.1494751,452.3039551,534.3990173,422.3410645,404.6737366,308.6696777
2022/10/27-04:35:30,551.0137939,765.4827881,508.2417603,452.5901489,532.0585327,422.5986938,403.2530212,308.8625183
2022/10/27-04:36:00,550.1594238,764.777771,509.0241089,450.8444824,531.5527649,422.1622314,402.875824,305.887207
2022/10/27-04:36:30,548.7319336,766.2849121,509.2380371,451.5031738,532.0353088,420.2561646,401.3631287,305.7520142
2022/10/27-04:37:00,548.9707031,766.5755615,508.3186646,450.8404541,531.2495728,421.0587769,403.1829529,305.8446655
2022/10/27-04:37:30,549.1630859,765.1878052,508.9019775,452.1240234,531.6541748,421.5955811,404.1732788,305.8120728
2022/10/27-04:38:00,548.802002,766.8312988,508.2197876,450.6375122,531.6847839,420.0626831,402.8910522,306.1435242
2022/10/27-04:38:30,548.4508667,766.2150269,509.5950317,449.4233398,530.9878845,420.4367676,400.9150085,306.5013733
2022/10/27-04:39:00,547.2124634,766.1525879,510.8267822,446.8311768,531.0947266,421.5732422,400.0524902,306.8045349
2022/10/27-04:39:30,546.8748779,766.9004517,511.5479126,449.0321655,531.7084045,422.5558472,399.3397522,306.7373047
2022/10/27-04:40:00,546.7296753,765.6813965,513.6560669,447.7099609,533.2841797,422.1842041,399.1618652,306.872406
2022/10/27-04:40:30,547.2403564,764.6130981,514.6903076,447.7055054,534.3215027,421.0440674,399.5450745,307.7895508
2022/10/27-04:41:00,547.1462402,762.9169312,514.5814819,446.1035156,535.3043823,418.9814758,398.2138672,306.8869019
2022/10/27-04:41:30,547.6800537,762.5177002,514.2017212,447.0354004,535.0194092,422.5501709,397.5353088,308.6972351
2022/10/27-04:42:00,548.163208,763.3334961,512.9766235,449.1623535,535.0187378,421.6914673,399.6911011,309.5300598
2022/10/27-04:42:30,548.5181885,764.0735474,512.5996094,449.053894,534.024353,419.3476257,398.3750305,308.8276672
2022/10/27-04:43:00,548.7280273,761.940979,511.2888184,451.2769775,533.366333,419.4909363,400.0021057,311.3171997
2022/10/27-04:43:30,549.1169434,760.7581177,511.8932495,450.9876709,531.2051086,421.2889404,401.8677979,312.4704285
2022/10/27-04:44:00,548.9128418,760.2084351,511.4679565,449.0012817,529.7241516,423.1018677,401.0178223,311.3724365
2022/10/27-04:44:30,548.8916626,759.3587036,509.5686646,445.5695801,529.1264038,423.3184204,402.4859924,312.4473267
2022/10/27-04:45:00,549.8870239,759.3444214,510.0811157,446.7545166,530.155365,422.274292,401.0891724,311.1946106
2022/10/27-04:45:30,550.0736694,758.9489746,509.0542603,449.2429199,531.0404968,421.6920776,400.3489685,311.8244934
2022/10/27-04:46:00,550.4398193,757.6299438,508.7208862,446.6147461,530.5074158,420.7913818,398.4966431,313.6086121
2022/10/27-04:46:30,549.9680176,759.0230103,510.1963501,446.2560425,530.8872986,420.6810303,400.6783142,313.7042236
2022/10/27-04:47:00,549.2023926,759.7242432,511.9080811,447.9804077,532.295105,420.3544922,399.1990662,313.9981995
2022/10/27-04:47:30,549.4324341,760.2466431,510.3920288,447.0820313,533.06604,420.9962769,398.4457092,315.1876831
2022/10/27-04:48:00,547.8504028,761.5782471,509.9285278,445.5553589,531.4796143,420.6945801,396.377594,314.2721863
2022/10/27-04:48:30,547.6539917,761.796875,510.6651001,448.6212158,531.9961548,419.572052,396.736908,313.8750916
2022/10/27-04:49:00,546.4997559,761.4550171,510.7345581,449.4502563,531.4346619,419.3982239,396.3729858,312.7765808
2022/10/27-04:49:30,547.0585938,761.4698486,509.8847046,451.4124146,532.2486267,420.7962646,396.9473877,313.9630737
2022/10/27-04:50:00,546.4661255,759.8490601,509.230896,447.9680786,533.0535889,421.3140869,398.1865234,313.5484009
2022/10/27-04:50:30,546.8873901,759.6889648,507.9124146,448.1824951,533.7959595,419.861145,398.588623,312.7113953
2022/10/27-04:51:00,546.5084229,759.887146,508.5356445,447.0700073,533.0594177,420.1576538,399.2238159,312.892334
2022/10/27-04:51:30,545.2258301,758.0095215,508.0065308,448.7747803,531.5457458,420.5762329,401.4880676,312.1309204
2022/10/27-04:52:00,544.4050293,757.534729,508.1046143,447.2019043,530.9940491,419.5331726,403.6685791,312.0333252
2022/10/27-04:52:30,544.4530029,757.9361572,506.5011597,448.1962891,530.6879883,419.583252,404.0457764,312.2141724
2022/10/27-04:53:00,543.7526245,758.1620483,507.2459717,449.6322632,530.5527649,420.086731,402.5932007,314.071167
2022/10/27-04:53:30,543.0021973,758.2478027,507.4820557,447.9385376,531.5821838,419.7970886,402.8240662,314.6168823
2022/10/27-04:54:00,545.0873413,758.7949829,505.1233521,450.7270508,530.235199,419.4932861,402.5470276,315.167572
2022/10/27-04:54:30,544.9354858,759.9667969,504.8013306,448.4523315,530.3876038,418.5827637,403.1409607,314.0007629
2022/10/27-04:55:00,545.3834229,762.3997803,504.1115112,446.6283569,529.8829956,419.6086121,403.7015076,313.1387329
2022/10/27-04:55:30,545.1787109,762.0401611,503.5175171,444.7352905,530.2443848,418.3410645,403.4486084,312.1237488
2022/10/27-04:56:00,546.1237793,761.7540283,505.1321411,443.2485962,530.5721741,417.8435059,402.2425232,313.7953186
2022/10/27-04:56:30,546.6171875,759.7128906,503.2325439,445.9693604,532.1478882,416.7476807,401.7681885,313.7519836
2022/10/27-04:57:00,546.5377808,758.7113037,503.6350708,444.4851074,531.1021118,414.9638367,400.0819702,313.8777161
2022/10/27-04:57:30,546.9403076,757.0093384,501.838562,444.0230713,530.2332153,413.6034851,400.2556763,313.5358276
2022/10/27-04:58:00,545.8900757,757.1454468,502.5255737,440.4851074,528.0356445,411.9627686,398.9143372,314.8682861
2022/10/27-04:58:30,546.6402588,757.9627075,503.6502686,441.5927124,528.8699341,411.7665405,397.2517395,315.0217285
2022/10/27-04:59:00,546.1593628,757.4509277,503.4391479,441.7824707,529.0275879,412.3914795,395.4202271,315.5102844
2022/10/27-04:59:30,544.0675659,756.4276123,504.487854,444.8550415,530.3826294,411.839447,394.8686829,315.1499634
2022/10/27-05:00:00,545.0114746,757.0284424,503.9240112,444.5185547,530.6573792,410.8884277,394.5581665,311.690033
2022/10/27-05:00:30,546.9643555,758.4187012,504.8162231,447.1606445,529.606781,411.4352417,395.2987976,311.5335999
2022/10/27-05:01:00,545.6122437,757.6061401,504.9228516,449.1044922,527.5630798,410.639679,396.1399231,310.4013672
2022/10/27-05:01:30,546.3728638,756.2780762,506.7103882,449.7415161,527.8504944,412.338501,397.2547913,309.3834534
2022/10/27-05:02:00,546.038208,757.2618408,506.8667603,449.7214966,529.0671692,410.7463074,398.8809204,308.5257263
2022/10/27-05:02:30,546.0795898,758.6392212,508.1585083,451.3460083,530.5288696,412.309906,399.3024597,306.767334
2022/10/27-05:03:00,546.3728638,758.3364258,508.9906006,451.7902222,531.7471313,412.2400818,399.0002441,306.9390869
2022/10/27-05:03:30,544.9649658,757.1582642,510.4075317,448.8539429,532.0697327,412.9667053,397.70755,307.3604431
2022/10/27-05:04:00,544.0158691,757.6693726,510.8021851,448.4299316,530.7982788,415.0932922,398.0441589,307.1886902
2022/10/27-05:04:30,545.1998291,758.0114746,510.9194946,449.9335938,530.3357849,414.052063,397.0490112,306.4284058
2022/10/27-05:05:00,545.2526855,760.5489502,510.1085205,447.9429932,530.5810852,415.800415,397.1332092,306.5647888
2022/10/27-05:05:30,543.6315918,760.7001343,509.5684204,444.5805664,529.5584717,417.1293335,398.6802368,306.548645
2022/10/27-05:06:00,544.3618164,761.0495605,509.8884277,443.1714478,528.3338928,417.5227051,398.1095276,306.0473022
2022/10/27-05:06:30,544.4960327,760.986145,509.8909912,443.3133545,527.7887268,417.2224731,399.5080566,307.2748718
2022/10/27-05:07:00,543.5067139,761.1461182,508.9185791,443.854248,528.2067261,415.1438293,397.817749,307.3125
2022/10/27-05:07:30,542.1522217,759.0204468,509.1997681,442.6161499,526.7684021,413.4432983,396.979126,305.6019287
2022/10/27-05:08:00,540.6946411,758.7996216,507.5967407,441.2369385,526.4476624,413.6698303,393.7275391,304.2697754
2022/10/27-05:08:30,540.487854,757.6067505,507.4937134,444.0512695,526.5500183,413.8552856,392.5447998,304.0069885
2022/10/27-05:09:00,538.6988525,756.7439575,507.7468872,447.8102417,527.4427185,414.9746704,392.7418518,303.8252869
2022/10/27-05:09:30,539.2123413,755.942627,506.4158325,444.5322876,526.9248352,414.4947205,392.0718079,303.5391235
2022/10/27-05:10:00,538.5305786,756.4562988,504.720459,441.6668701,527.7138062,413.3166809,392.3810425,304.1325989
2022/10/27-05:10:30,538.9738159,757.147522,504.6987915,444.3688965,529.1890564,412.2341919,392.7721863,305.1282654
2022/10/27-05:11:00,538.9660645,756.1806641,504.5027466,444.1259766,528.6939697,413.0221252,392.9653015,304.790741
2022/10/27-05:11:30,538.9934692,756.3965454,503.491394,443.0681763,528.9356995,413.3556519,394.5378418,302.4461365
2022/10/27-05:12:00,538.7005615,756.0542603,502.1691284,439.2149658,527.5283203,411.9961548,395.506134,303.7247314
2022/10/27-05:12:30,538.6936646,755.7971191,499.3154907,440.3097534,527.4838562,412.0376892,394.4678955,304.9980774
2022/10/27-05:13:00,537.6765747,757.3699341,499.3676758,438.3029175,528.4093323,411.0905762,393.2149963,305.3149414
2022/10/27-05:13:30,536.503418,757.8809204,498.3532715,441.0183105,527.6655579,410.8045044,394.407196,303.5296326
2022/10/27-05:14:00,536.701355,756.2943115,497.223999,438.7997437,527.9665527,409.4235229,391.0776367,302.4197388
2022/10/27-05:14:30,534.895813,756.0440674,497.7996826,440.1057739,526.9190674,409.7315674,392.7924805,304.8503723
2022/10/27-05:15:00,533.3345337,756.8250732,498.6116943,441.4581299,527.5186157,409.2478638,391.062439,301.6322632
2022/10/27-05:15:30,531.3125,757.1752319,499.1809082,437.9477539,526.7553406,409.2695313,391.8272095,301.2268677
2022/10/27-05:16:00,530.5583496,756.2950439,501.2537842,437.6694946,526.2873535,408.7493286,391.5534363,301.5492554
2022/10/27-05:16:30,530.8552246,756.5732422,500.71698,438.130188,527.0084839,409.3403931,389.472168,302.1467285
2022/10/27-05:17:00,532.553894,756.8188477,500.958252,438.68927,526.4153137,408.3659973,387.565033,301.2729187
2022/10/27-05:17:30,533.3655396,757.0541992,501.52771,438.5213623,526.0091248,410.2756348,386.3701172,301.9022217
2022/10/27-05:18:00,533.4139404,758.3817139,502.2711182,441.3596191,527.015686,411.4017334,385.6083374,301.1430359
2022/10/27-05:18:30,535.6825562,758.4891968,503.9022217,438.1901855,527.7254333,411.9599304,384.0863647,301.9377441
2022/10/27-05:19:00,535.975769,757.3336792,504.6876221,442.0758667,527.2804565,411.7741089,384.4837036,301.2468872
2022/10/27-05:19:30,538.159729,757.1766357,507.0276489,444.5593262,527.1915283,404.7329712,384.2120361,301.294342
2022/10/27-05:20:00,535.2948608,756.147522,508.7226563,447.6139526,527.1123047,409.8102722,383.7437744,300.0458374
2022/10/27-05:20:30,533.7548218,756.9216309,510.1495972,444.8387451,524.1619568,408.2985229,384.8493958,301.7097778
2022/10/27-05:21:00,532.5941162,757.1098633,509.5153198,443.5567017,524.6621399,411.4302063,385.6960449,301.3504333
2022/10/27-05:21:30,533.3861694,757.2379761,508.9769287,443.1309204,524.1789246,411.5333862,386.0891113,299.8092041
2022/10/27-05:22:00,535.0216064,756.5092773,507.9487915,443.0610962,524.194397,410.9449463,386.4289246,300.2556152
2022/10/27-05:22:30,536.3206787,756.8657837,508.7789307,443.3884888,524.5186157,410.1440125,389.2290649,300.8157349
2022/10/27-05:23:00,535.9232788,755.7474976,508.8135376,444.8720093,524.2391357,411.0402222,391.6170654,300.278656
2022/10/27-05:23:30,533.2780151,755.6604614,508.1757202,443.8693237,523.8315735,410.863739,394.8138428,299.9884033
2022/10/27-05:24:00,533.6131592,754.0517578,507.6616821,435.1008301,523.5926819,411.7550964,394.5415955,301.577301
2022/10/27-05:24:30,532.7381592,755.1503906,505.9281006,442.7272339,522.9595032,411.135498,394.540741,301.7679749
2022/10/27-05:25:00,532.3936768,754.7710571,507.338623,444.3314819,523.0906982,410.7687073,395.1143494,303.6151733
2022/10/27-05:25:30,532.043457,754.170105,506.3856201,446.7789307,524.1789246,411.6149292,397.9580078,302.2052002
2022/10/27-05:26:00,533.0344849,752.3620605,504.8529663,448.0148315,523.9840698,411.553009,397.852417,300.6430664
2022/10/27-05:26:30,531.5532837,752.1903687,503.817749,440.9657593,523.4907227,412.9914856,394.9808044,300.5728455
2022/10/27-05:27:00,532.2539063,750.9556885,503.6978149,441.7994995,523.506134,411.3933105,395.4543762,300.6003113
2022/10/27-05:27:30,530.6845703,754.1672363,502.9018555,444.3312988,523.4147644,411.1494751,394.0743408,300.8176575
2022/10/27-05:28:00,530.682312,753.348877,501.3342285,441.6216431,523.7080994,411.6483154,393.4606018,301.2801208
2022/10/27-05:28:30,531.0327148,754.2053223,501.286377,438.5163574,523.4402466,412.4973755,395.0848694,300.3510742
2022/10/27-05:29:00,532.5291138,753.427002,499.1463013,441.7250366,524.0310669,413.4202576,395.6707458,300.8056946
2022/10/27-05:29:30,533.9165649,752.475769,498.9899292,443.2827759,522.6091919,411.7268066,395.5211487,300.4538574
2022/10/27-05:30:00,535.0528564,752.6530762,498.8615723,443.4752197,521.8250732,411.0262451,394.6660156,301.2726135
2022/10/27-05:30:30,536.0127563,753.4718628,498.4925537,442.5325928,522.8128967,411.0292053,396.6107178,300.7782593
2022/10/27-05:31:00,535.0996094,752.4573364,499.2959595,440.9801636,522.0313416,411.3960876,395.2631226,300.6133423
2022/10/27-05:31:30,535.0949707,751.6653442,498.503418,440.7566528,522.1494751,411.4327698,397.1042175,301.3154602
2022/10/27-05:32:00,534.850708,752.3901367,497.2330322,439.6566772,522.0460815,409.7294006,398.3007507,300.040802
2022/10/27-05:32:30,535.1001587,753.3867188,496.0050049,439.6566772,522.0144958,411.9599609,397.3806763,299.3345337
2022/10/27-05:33:00,535.1552124,752.81427,494.4170532,437.8154907,521.6180725,411.2281799,396.5635376,298.1815186
2022/10/27-05:33:30,535.8569336,753.5073242,493.2264404,438.9099121,521.8127441,409.3430481,396.1899719,298.2191162
2022/10/27-05:34:00,535.1998291,757.3630981,493.5211182,437.1582642,522.3102417,408.8644104,395.9721985,298.2366028
2022/10/27-05:34:30,535.3007813,757.5964355,492.3548584,437.7364502,523.64505,408.2821655,394.7267151,299.8841248
2022/10/27-05:35:00,536.6138916,758.5308228,492.446167,438.6867676,524.3224182,410.2085571,394.5567627,299.9964905
2022/10/27-05:35:30,538.0211182,757.4977417,491.4585571,440.6150513,525.1099548,410.6448059,392.1222229,299.4750061
2022/10/27-05:36:00,536.5396729,757.4915161,492.1389771,438.1875,525.2219238,412.0188293,392.4598389,300.5606079
